ARTIFACT_NUM,TYPE_num,WEAT_num,SiO2,Na2O,K2O,CaO,MgO,Al2O3,Fe2O3,CuO,PbO,BaO,P2O5,SrO,SnO2,SO2
14,0,0,4.80912398737201,1.89231325536146,3.18240946858553,2.78222356055551,0.258922101904867,2.89689659438129,-0.0187096346934128,-0.0805850384115005,1.15686369511083,-3.9303285180712,-1.15814391788178,-3.9303285180712,-3.9303285180712,-3.9303285180712
15,0,0,5.35869710570671,2.39993263330574,3.24053254500881,-3.37087912357529,1.25346432345999,2.38106414900136,1.2728824093171,1.4883039145374,-0.427069510657837,-3.37087912357529,-0.113411951802795,-3.37087912357529,-3.37087912357529,-3.37087912357529
16,0,0,5.16075295048529,1.72553762180526,3.65912728647253,3.09623478611148,0.329673809669215,2.80491854854548,0.116099709371156,1.05125892554969,-1.22367463611384,-3.62116336352598,-3.62116336352598,-2.23527554779232,-3.62116336352598,-3.62116336352598
17,0,0,5.85174542828498,2.49705308782656,3.48785602281056,-2.85869822993638,1.58311806964487,-2.85869822993638,1.78485771229592,1.83181469538369,0.0849057923209892,-2.85869822993638,0.0308385710507135,-2.85869822993638,-2.85869822993638,-2.85869822993638
18,0,0,6.20137992755931,-2.77832395529444,4.06896126576113,-2.77832395529444,2.2513939125772,2.94126776779217,-2.77832395529444,-2.77832395529444,-2.77832395529444,-2.77832395529444,2.13361087692081,-0.833133859759924,2.68478779621037,-2.77832395529444
19,1,1,3.797530487423,-4.19635939467307,-4.19635939467307,1.48340811002409,-0.119227055087257,1.68097128278666,0.693584629228778,1.66402172447289,4.16541097015665,2.08550224790303,2.58656070161098,-1.25232551982654,-4.19635939467307,-4.19635939467307
20,1,0,4.5876242998011,-3.63746761289563,0.62453337749368,-3.63746761289563,-3.63746761289563,2.66263929511561,1.37913333726729,2.53146423294382,3.19703808659967,4.12614950690288,2.71622354124972,-3.63746761289563,-3.63746761289563,-3.63746761289563
21,0,0,5.21736383662263,-3.72693962755028,-3.72693962755028,2.42741082647351,1.07657377719035,2.70065800514169,1.74061287359222,2.06556634084124,0.877722918445184,1.55575646119508,0.973033098249509,-3.72693962755028,-3.72693962755028,-3.72693962755028
22,0,1,6.33258233713943,-2.79757337542187,1.50589153771026,2.31381423286264,1.36070952786577,3.05975959898955,0.757174505995508,1.20915962973857,-2.79757337542187,-2.79757337542187,0.246348882229517,-2.79757337542187,-2.79757337542187,-2.79757337542187
23,1,1,4.86808351081535,2.95238714035653,-3.72165598246469,0.189848753970251,0.54050562558342,1.23365280614337,-3.72165598246469,1.97826932193279,3.7150321154134,3.35616732809978,-3.72165598246469,-0.225666689991415,-3.72165598246469,-3.72165598246469
24,1,0,4.73106395900237,-3.33735838948081,-3.33735838948081,0.512182231937469,-3.33735838948081,1.73093883244764,-3.33735838948081,3.40255398983363,4.63931661698256,4.53410861009428,-0.698908040157331,1.17289413674426,-3.33735838948081,-3.33735838948081
25,1,1,4.69837628819283,1.61147462750055,-3.83053088186124,0.312191643370289,-3.83053088186124,1.41608098913924,1.212482033898,0.887555788273851,4.23683311275765,2.66884395763461,-0.886504103854803,-0.835210809467253,-3.83053088186124,-3.83053088186124
26,1,1,3.68501865566019,-3.90482726282632,-3.90482726282632,1.06448500963363,-3.90482726282632,0.343166952106988,-3.90482726282632,3.05786169592787,4.08524859180155,4.1733599392875,1.84087490059778,-0.0986658001720508,-3.90482726282632,1.37278636928815
26,1,1,1.62920794798456,-4.28928538560635,-0.600806452174647,1.41742435846029,-4.28928538560635,0.480998718177082,-4.28928538560635,1.59641812516157,3.71401143280578,3.88360753267764,2.11388829164623,-0.162551521243491,-4.28928538560635,3.08494310893036
27,0,1,6.64806504665941,-2.48598065698402,-2.48598065698402,2.05660544390983,1.5022947082041,3.03876360077161,0.509042935193815,2.55026326405345,-2.48598065698402,-2.48598065698402,1.09682960009593,-2.48598065698402,-2.48598065698402,-2.48598065698402
28,1,1,4.63564155527495,-4.19000943966342,-0.93211557695678,0.707627684972649,0.41495807100983,1.96252057972584,-0.476640048273954,-0.693704553511782,3.25637298417946,1.81120276298289,0.454178784163111,-1.70530546519026,-1.05471789904911,-4.19000943966342
29,1,1,4.27409443993726,0.0428275018480818,-1.0777636935388,1.21813241130445,0.524985230744501,2.78926194595861,-0.08451192052852,-0.174895981996789,2.6366210509835,0.834244903840829,-0.765389008496651,-1.26008525033276,-4.47876081486185,-4.47876081486185
30,1,0,4.0221435641502,-4.11892902228265,0.829422413070948,1.98768541043503,0.465630001363352,1.95600855378146,1.23724879736479,-4.11892902228265,4.15501952944907,2.81700525852683,-4.11892902228265,-0.563989415817807,-0.430458023193284,-4.11892902228265
30,1,0,4.10358453285046,-4.11020453136826,-4.11020453136826,1.93912357322986,-0.178784249277775,1.84522748746273,1.50251822438597,-4.11020453136826,4.1252808439264,2.83154682369737,0.838150008376068,-0.23940887109421,-0.32642024808384,-4.11020453136826
31,1,0,4.8115253685528,-3.98152852973647,-3.98152852973647,1.09323882273391,0.506701377232224,1.75785791967932,2.14711521756063,-0.197745358581654,3.42962129531125,1.85287574456269,1.10566134273247,-0.58073761083776,-3.98152852973647,-3.98152852973647
32,1,0,5.6491948019839,-3.19981224404114,-0.155796725779072,0.6283222329866,-3.19981224404114,2.26351264152311,1.4048510224856,-0.802423890704125,4.38851071480532,2.98999624235065,-0.367105819446279,-3.19981224404114,-3.19981224404114,-3.19981224404114
33,1,0,5.67668172078666,-3.25225323779494,-0.544703361914557,0.906129520342905,1.35241662297132,2.20683195112739,-3.25225323779494,0.597394038693292,4.13495567606427,2.61936422645865,-0.68780420555523,-3.25225323779494,-3.25225323779494,-3.25225323779494
34,1,1,4.4907261096604,-3.69142289799225,-0.47295732954006,0.664875672281331,-3.69142289799225,1.39576318082412,0.158314447301798,1.32544668240666,4.75386403530291,3.21592212457388,-0.165472629792099,-0.600790701049945,-3.69142289799225,-3.69142289799225
35,1,0,5.87998331151223,-2.91285321920211,-2.91285321920211,0.724109110185895,-2.91285321920211,2.05633625003551,-0.0802637054842752,-0.14088832730071,4.78500573834046,3.42864436918066,0.824192568742877,-2.91285321920211,-2.91285321920211,-2.91285321920211
36,1,1,4.49358522448685,1.61302116497371,-1.15059888728331,-0.178738304254348,-3.78934888708004,1.28551759833525,-0.323920314098845,0.429851488277534,4.54385449208437,3.19783403010242,-1.84374606784326,-0.698613763540256,-3.78934888708004,-3.78934888708004
37,1,0,4.67622875274834,-4.02488383805516,-0.889789782195375,0.463352371607615,-4.02488383805516,1.58051806817147,-4.02488383805516,1.68182626662435,3.42711845309911,2.91590605694385,0.958322623583811,-0.591296793639379,-4.02488383805516,1.87734933527684
38,1,1,4.28317054119933,1.11086994398017,-3.81597785583407,0.403123963999074,-3.81597785583407,1.73269234371819,-0.449087911190558,0.474075699971359,4.68691334504709,3.07014790135348,0.0548172697308586,-0.102811674472725,-3.81597785583407,-3.81597785583407
39,1,1,4.64866492994096,-3.22356352704722,-3.22356352704722,1.48535895622757,-3.22356352704722,0.687851760343384,-3.22356352704722,1.25316556939344,5.49236448745973,3.35785389380806,1.5294189460216,0.886702619088549,-3.22356352704722,-3.22356352704722
40,1,1,4.26652442944249,-3.15404420934315,-3.15404420934315,2.07645551770168,-3.15404420934315,0.652009390617412,-0.210214119986468,-3.15404420934315,5.70200783786434,3.35113096097532,2.02149663342092,1.0648546060232,-3.15404420934315,-3.15404420934315
41,1,1,3.0348935023401,-4.48556272487642,-0.701693278804432,1.72069301400223,1.12358888246227,1.32225957725775,0.701502893118062,-1.54144393355625,3.9062004676507,2.3975796736904,2.12884268748107,-0.635735311012634,-4.48556272487642,-4.48556272487642
42,1,1,4.37083745362622,2.18138594302177,-1.46319325219559,0.198204399169226,0.520104428931348,1.6952246036355,-4.17093731522714,1.41600520510245,3.51949971024408,2.78244075757274,-2.09180191161796,-0.615895391808382,-4.17093731522714,-4.17093731522714
42,1,1,4.99047694213479,2.78915279829564,0.00237944106389834,-3.55235556226797,1.20062157068085,2.78562545777767,-3.55235556226797,2.05283344587048,4.05391591079411,3.43912780699037,-3.55235556226797,-3.55235556226797,-3.55235556226797,-3.55235556226797
43,1,1,3.31273629001652,-3.81040826106244,-3.81040826106244,2.45055518913296,0.677699874544057,1.60516390701634,0.519796845098249,2.47133025170792,4.88607512280399,2.78073723682058,-3.81040826106244,0.347946588171589,-3.81040826106244,-3.81040826106244
43,1,1,3.41938371810733,-4.26268486396188,-4.26268486396188,2.19836944792654,0.290778163173366,1.56878374885634,0.671375204703517,0.75418110838775,4.14316290228178,1.52379865293953,2.89385763618846,-0.412951126717116,-4.26268486396188,-4.26268486396188
44,1,1,4.79881480983783,1.81062726618452,-0.91722556221387,1.45301817925399,-3.91255420306813,3.23302663194653,0.430847586085823,-0.151757720074298,3.30301716688361,2.34470975211478,-3.91255420306813,-0.654861297746379,-3.91255420306813,-3.91255420306813
45,1,0,4.925232644805,1.78810524216627,-1.39749579381706,0.635425732227881,0.508674026588738,2.41921703180676,-3.79498423178476,0.17490084693669,3.58174264621852,3.20403140089253,-3.79498423178476,-0.659896850686282,-3.79498423178476,-3.79498423178476
46,1,0,5.1180363259345,-3.49777088266088,-0.279402131481346,-3.49777088266088,1.61971585606721,2.67342264106137,-3.49777088266088,0.845527465504138,4.33571838535991,3.41545939431014,-0.502545682795555,0.262922159344016,-3.49777088266088,-3.49777088266088
47,1,0,4.408423058965,2.00508030187833,-0.771809502260838,0.326802786407272,-0.0282314680740005,1.58447976970507,-4.13879683309324,0.0352819376483255,3.70081402776527,2.68852390225554,-1.83652023925327,0.303545924243005,-4.13879683309324,-4.13879683309324
48,1,1,3.88804291648587,-0.311599659440852,-1.22789039131501,0.94828077682338,0.343326308298895,2.52528341350433,-0.0588973058850982,-4.6934245998825,2.66584134414089,1.90078716563504,0.00685407167768232,-1.47475046924653,0.181571029086418,-4.6934245998825
49,1,1,3.63486370308515,-4.3299156516181,-4.3299156516181,1.79653459658716,0.660097999251707,1.95752397263475,1.28279351886104,-0.0818393454776705,3.80647627614851,2.08312436964033,2.68178070677935,-0.501693191037934,-4.3299156516181,-4.3299156516181
49,1,1,4.28328862442259,-4.32179315650042,-0.920901196067412,1.01543950197175,0.465393165052478,2.15487378516011,0.522088508729024,-0.515436087959248,3.41943501155226,1.71577234219257,1.74632701051454,-0.920901196067412,-4.32179315650042,-4.32179315650042
50,1,1,3.43328568622448,-4.06070082386359,-4.06070082386359,1.70404657397776,-0.210996927097025,1.1699640880475,-0.564636967340604,0.666243289905257,4.32821529109927,3.19726762178822,2.39090442563014,0.128510213219342,-4.06070082386359,-4.06070082386359
50,1,1,4.66420526858785,-3.74755583685851,-3.74755583685851,1.99493143493065,0.240912293685445,2.28261350738243,-3.74755583685851,0.500423489170529,4.27842518606658,2.68486833986035,2.7039772015584,-0.61257753694968,-3.74755583685851,-3.74755583685851
51,1,1,3.2556153767175,-4.55239292782823,-4.55239292782823,1.32782531272714,0.22641581943797,1.71069058891806,0.22641581943797,0.367273252154565,3.74732403810602,2.24299810149995,2.14432657399292,-0.889146027543913,-0.702560071963501,-4.55239292782823
51,1,1,4.2529623855158,-3.4126050184698,-3.4126050184698,2.82701630502384,1.56347420227365,2.11219339898486,0.324410078136441,0.904228573389384,5.13038082128416,-3.4126050184698,3.36096434621069,-3.4126050184698,-3.4126050184698,-3.4126050184698
52,1,1,3.59711474894882,0.547919405526,-4.25578271080398,1.16884837827415,-0.248768453974785,0.497488551899108,-1.12060742327811,-0.00760639715789718,4.2081126274181,2.5054711295968,2.09128757044875,-0.471912005288995,-4.25578271080398,-4.25578271080398
53,1,1,4.92438291779277,1.88268401135695,-1.4364484172509,0.522365136640325,0.901854758345228,2.57253629602005,-3.83393648246958,0.154640356515007,3.38529835008147,2.96693934442235,-3.83393648246958,-0.538506824044938,-3.83393648246958,-3.83393648246958
54,1,1,3.56991513888196,-4.13854305724261,-0.673208559365487,1.62624664061963,0.713085801754404,1.88933405806548,-4.13854305724261,0.279896145631384,4.48188776401051,2.41783389399283,1.91078899306674,0.338392352312993,-4.13854305724261,-4.13854305724261
54,1,1,4.33035896167391,-3.11375180612296,-3.11375180612296,-3.11375180612296,1.59505588909405,2.78542304136421,-3.11375180612296,1.78336548773263,5.55903863345291,-3.11375180612296,4.13899607046624,1.60402455907681,-3.11375180612296,-3.11375180612296
55,1,0,5.16901887783623,2.27394315380638,-3.32755293742164,1.39921215163902,-3.32755293742164,1.64855807534726,-3.32755293742164,1.12617162918019,4.77107489472364,3.35016644758102,0.227172394416097,-3.32755293742164,-3.32755293742164,-3.32755293742164
56,1,1,4.8652345043037,-3.11163141652566,-3.11163141652566,1.68339995111585,-3.11163141652566,2.10796523059744,-3.11163141652566,1.25705725798613,5.21243070428789,4.23038859485096,2.42494367253765,-3.11163141652566,-3.11163141652566,-3.11163141652566
57,1,1,5.07421771545728,-2.76562321638523,-2.76562321638523,2.10870858690903,-2.76562321638523,2.61800632649697,-2.76562321638523,1.98710145481424,5.6475636962046,4.6893879511997,-2.76562321638523,-2.76562321638523,-2.76562321638523,-2.76562321638523
58,1,1,3.53832362230489,-4.48065635775828,-0.954599645995745,1.37411175159052,-0.111512318144884,1.38267100498619,-0.0266128743583983,1.26524301992825,3.7967059902396,2.16022199912869,2.32032286385971,-1.30290634026396,-4.48065635775828,-4.48065635775828
