ARTIFACT_NUM,TYPE_num,WEAT_num,SiO2,Na2O,K2O,CaO,MgO,Al2O3,Fe2O3,CuO,PbO,BaO,P2O5,SrO,SnO2,SO2
13,1,0,60.0916272337372,2.91242253666308,12.7596693651708,8.8594671569821,0.0101895251681272,6.27291007896664,2.93278912782856,4.8166988106351,0.0101895251681272,0.0101895251681272,1.29327853900773,0.0101895251681272,0.0101895251681272,0.0101895251681272
14,1,0,63.0755147433935,3.41276196306499,12.3990286705438,8.30977247219671,0.666397306397306,9.31946536067748,0.504846444240384,0.47455565758596,1.63570247933884,0.0101010101010101,0.161550862156923,0.0101010101010101,0.0101010101010101,0.0101010101010101
15,1,0,77.8042951566839,4.03671872398506,9.35613311727378,0.0125833647917453,1.28269566930366,3.96126603755543,1.30784656478021,1.62223275823699,0.238933507027153,0.0125833647917453,0.326961641195051,0.0125833647917453,0.0125833647917453,0.0125833647917453
16,1,0,66.206185100542,2.13306211585054,14.7486009153094,8.40020176099236,0.528186809639181,6.27729708378873,0.426612423170108,1.08684593521908,0.111731825115981,0.0101615689462453,0.0101615689462453,0.0406297545876293,0.0101615689462453,0.0101615689462453
17,1,0,84.3779815304525,2.94648856604446,7.93606118495938,0.013910140492419,1.18137513261217,0.013910140492419,1.44544722107842,1.51493987593795,0.264072088466249,0.013910140492419,0.250173557494341,0.013910140492419,0.013910140492419,0.013910140492419
18,1,0,81.6481286800906,0.0102827763496144,9.67940312316202,0.0102827763496144,1.57213235439893,3.1339893339325,0.0102827763496144,0.0102827763496144,0.0102827763496144,0.0102827763496144,1.39745098168793,0.0719276240574672,2.42498846822318,0.0102827763496144
19,0,1,29.9999950787087,0.0101255569056298,0.0101255569056298,2.96558655805049,0.597165893941907,3.61335973114001,1.34615362532667,3.55263099616287,43.3400738620211,5.41497886879525,8.93724549746955,0.192307660760953,0.0101255569056298,0.0101255569056298
20,0,0,42.2289847326138,0.0113109376767334,0.802531562102671,0.0113109376767334,0.0113109376767334,6.16027748374585,1.70679247714793,5.40295896739544,10.5120331374012,26.6191806866449,6.49937532688783,0.0113109376767334,0.0113109376767334,0.0113109376767334
21,1,0,77.7924117375649,0.0101502233049127,0.0101502233049127,4.77832888998345,1.2376987782972,6.27979953906529,2.40438205292161,3.32758360066788,1.01450719532557,1.99857917479138,1.11595791485813,0.0101502233049127,0.0101502233049127,0.0101502233049127
22,1,1,92.29459,0.01,0.739556,1.659004,0.639616,3.4979,0.34979,0.54967,0.01,0.01,0.209874,0.01,0.01,0.01
23,0,1,55.712051330237,8.20300142285699,0.0103626943005181,0.517866251442992,0.735370077049048,1.4707401540981,0.0103626943005181,3.09684018362909,17.586737899004,12.2837874842278,0.0103626943005181,0.341791725952375,0.0103626943005181,0.0103626943005181
24,0,0,32.2821793406542,0.0101132686084142,0.0101132686084142,0.475035200065982,0.0101132686084142,1.6070339746913,0.0101132686084142,8.55063360118767,29.4521824040909,26.5110070164483,0.141499846828165,0.919749004383071,0.0101132686084142,0.0101132686084142
25,0,1,52.1215153495458,2.37899032715769,0.0103029054193282,0.648815543770279,0.0103029054193282,1.95674529073576,1.59629221086339,1.15344985559161,32.8527235655109,6.84860851757517,0.195674529073576,0.205973188498501,0.0103029054193282,0.0103029054193282
26,0,1,19.8157555168126,0.0100180324584252,0.0100180324584252,1.44187407499799,0.0100180324584252,0.700911008679578,0.0100180324584252,10.5837562310616,29.5684315518685,32.2919714713091,3.13407351023869,0.450585648436872,0.0100180324584252,1.96255082430282
26,0,1,3.7226052271474,0.0100110121133247,0.400280131951333,3.01210799293378,0.0100110121133247,1.18082638925643,0.0100110121133247,3.602521187562,29.9409538699597,35.4748266941869,6.04422999246513,0.620434204524567,0.0100110121133247,15.9611702615594
27,1,1,93.7701794764232,0.010120433154539,0.010120433154539,0.950646772086257,0.546116230772956,2.53842914674096,0.202265270656651,1.55744258405621,0.010120433154539,0.010120433154539,0.364077487181971,0.010120433154539,0.010120433154539,0.010120433154539
28,0,1,68.969706416802,0.0101327388793191,0.263397821215754,1.35751184780427,1.01306854313751,4.76142215274632,0.415358102686381,0.33431261923538,17.363994829377,4.09279691427556,1.05359128486302,0.121568225176502,0.233005764921628,0.0101327388793191
29,0,1,63.363360822735,0.920920883995516,0.300300288259407,2.98298286337678,1.49149143168839,14.3543537787997,0.8108107783004,0.740740711039871,12.3223218282444,2.03203195055532,0.410410393954523,0.250250240216173,0.0100120144173008,0.0100120144173008
30,0,0,35.0443864406656,0.0102092904543134,1.43892209904888,4.58209945016274,1.00010188444532,4.43922775238484,2.16348570920824,0.0102092904543134,40.0244856203525,10.5010697866759,0.0102092904543134,0.357179244444757,0.408204850794008,0.0102092904543134
30,0,0,37.4012496804969,0.0101317122593718,0.0101317122593718,4.29410502695118,0.516507915977618,3.90925599151687,2.77496409760524,0.0101317122593718,38.2215857823437,10.4820724124869,1.42799247358518,0.486125097390699,0.445614672608141,0.0101317122593718
31,0,0,66.934080547683,0.0101595042161942,0.0101595042161942,1.6248600952252,0.903828427969017,3.15832181009398,4.66131739817729,0.44683652618693,16.8071466099857,3.47313845354386,1.64517084641551,0.304661267854725,0.0101595042161942,0.0101595042161942
32,0,0,70.6209929043507,0.010135819987837,0.21274434815541,0.466011429292803,0.010135819987837,2.39084124593699,1.01306832454957,0.111437515700453,20.0182300930996,4.94377342380191,0.172221615173427,0.010135819987837,0.010135819987837,0.010135819987837
33,0,0,75.5024308643025,0.0100040016006403,0.149984963973585,0.639935846287294,0.999899759823897,2.34976443558616,0.0100040016006403,0.469952887117232,16.1583801187542,3.54964414737484,0.129986968777107,0.0100040016006403,0.0100040016006403,0.0100040016006403
34,0,1,36.6748605784405,0.0102543068088597,0.256252519413363,0.799507860569692,0.0102543068088597,1.66051632579859,0.481754736497122,1.54776521725671,47.7142191147681,10.2501007765345,0.348503426402173,0.225502217083759,0.0102543068088597,0.0102543068088597
35,0,0,68.463669228396,0.0103939299449122,0.0103939299449122,0.394723020888947,0.0103939299449122,1.49579250021075,0.176586614608213,0.166199166690083,22.9043226594771,5.90007041749794,0.436272812561468,0.0103939299449122,0.0103939299449122,0.0103939299449122
36,0,1,40.518120278208,2.27319249475921,0.143354481651481,0.378865415793201,0.0102427532520742,1.63833693315979,0.327667386631957,0.69629319659291,42.6069998679867,11.0894931163253,0.0716772408257407,0.225271328309471,0.0102427532520742,0.0102427532520742
37,0,0,60.1079687831945,0.01000200040008,0.229953972390797,0.88982189316439,0.01000200040008,2.71945567349117,0.01000200040008,3.00939763867957,17.2365499305102,10.3379307587863,1.45970782474158,0.309937962787596,0.01000200040008,3.65926756065356
38,0,1,33.39417359012,1.39945215773962,0.0101450745662981,0.689585121205029,0.0101450745662981,2.60622611984842,0.294087772278615,0.740289909528928,50.0050622450294,9.92799755381946,0.486765967909432,0.415779264255973,0.0101450745662981,0.0101450745662981
39,0,1,26.563438890111,0.0101255569056298,0.0101255569056298,1.12325398735327,0.0101255569056298,0.505970264573543,0.0101255569056298,0.890507665649436,61.7587304938467,7.30621062044196,1.17385101381062,0.617283722779722,0.0101255569056298,0.0101255569056298
40,0,1,16.9421005866286,0.0101450745662981,0.0101450745662981,1.89597415302187,0.0101450745662981,0.456250464630932,0.192639085066394,0.0101450745662981,71.1852113816394,6.78292357417986,1.79458516088167,0.689445146553409,0.0101450745662981,0.0101450745662981
41,0,1,19.6927652102431,0.010671219720414,0.469383352790194,5.29123052236218,2.9123103479937,3.55237855634397,1.90953682157829,0.202688265977584,47.0663489206894,10.4117761891643,7.95818139048828,0.501386763207707,0.010671219720414,0.010671219720414
42,0,1,52.2847768230892,5.85475261343215,0.152998761675056,0.805793478155296,1.11179100150541,3.60057085808632,0.0102030405060708,2.723377957816,22.3174193696682,10.6793135649189,0.08159933956003,0.356997110575131,0.0102030405060708,0.0102030405060708
42,0,1,52.3989186606165,5.79828283639786,0.357288555059727,0.0102145045965271,1.18415635391224,5.7778663475373,0.0102145045965271,2.77664248503559,20.5389877937192,11.1065699401424,0.0102145045965271,0.0102145045965271,0.0102145045965271,0.0102145045965271
43,0,1,13.1003869302758,0.0105618926911703,0.0105618926911703,5.53150906645006,0.939512036095525,2.37517087776958,0.802279940935504,5.64762853158546,63.179545348671,7.69555364397345,0.0105618926911703,0.675604160787793,0.0105618926911703,0.0105618926911703
43,0,1,22.4382135091299,0.0103444708803145,0.0103444708803145,6.61772195660974,0.982318102934259,3.52600498000613,1.43728648745118,1.56136877413761,46.2723527434822,3.37090212164809,13.2664644848911,0.485988956188528,0.0103444708803145,0.0103444708803145
44,0,1,61.254528144687,3.08592124008466,0.201694198698344,2.15812792607228,0.010088781275222,12.7974969074099,0.776522664988623,0.433642527201439,13.7252902214223,5.26421858602677,0.010088781275222,0.262202458307847,0.010088781275222,0.010088781275222
45,0,0,62.289072841423,2.70380113835159,0.111811325270178,0.853831938426817,0.752185279090291,5.08233296682629,0.0101688021151108,0.538727294483587,16.2533008279105,11.1404738632832,0.0101688021151108,0.233787316474009,0.0101688021151108,0.0101688021151108
46,0,0,55.9485060918071,0.0101389029706986,0.253344077575653,0.0101389029706986,1.69233843820536,4.85407252634951,0.0101389029706986,0.78029975893301,25.5877518351409,10.1945656816443,0.202675262060522,0.435751813430123,0.0101389029706986,0.0101389029706986
47,0,0,52.9756347994265,4.78980322400713,0.298077883039071,0.894233649117212,0.626991409151148,3.14523559344675,0.0102817191034341,0.668105599915158,26.1075111351462,9.48709951879525,0.102785476910024,0.873676553735207,0.0102817191034341,0.0102817191034341
48,0,1,53.7654983677216,0.806532883821063,0.322613153528425,2.84302841546925,1.55257580135555,13.7614673301969,1.03841108791962,0.0100836946657255,15.8382895060361,7.36969422591496,1.10898271525396,0.252041526194082,1.32069759725699,0.0100836946657255
49,0,1,30.133970011787,0.0104712041884817,0.0104712041884817,4.79380280145829,1.53862229653792,5.63114826896193,2.86790822619994,0.732677284065678,35.7755850990927,6.38475918971519,11.6181683616129,0.481473643814588,0.0104712041884817,0.0104712041884817
49,0,1,55.5713797775706,0.0101791530944625,0.305281339191928,2.11661728506403,1.22112535676771,6.6144290158251,1.29235766924583,0.457922008787892,23.4252547606606,4.26376270404726,4.39605128436376,0.305281339191928,0.0101791530944625,0.0101791530944625
50,0,1,19.9312675554532,0.0110901630253965,0.0110901630253965,3.53619263080621,0.521006437767686,2.07294050771399,0.365813030773056,1.2526324993138,48.7750707697408,15.7410455665982,7.02804428818538,0.731626061546112,0.0110901630253965,0.0110901630253965
50,0,1,46.4171440594253,0.010315659170621,0.010315659170621,3.21682562117741,0.556758280588398,4.28910082823655,0.010315659170621,0.721723697059035,31.5599462385386,6.41303056529599,6.53675462764897,0.23713778617654,0.010315659170621,0.010315659170621
51,0,1,25.8074638871423,0.010489877268436,0.010489877268436,3.75419425908043,1.24790256097925,5.50545247490845,1.24790256097925,1.43666093154754,42.1979823981554,9.37499907155838,8.49412667557303,0.408976469564627,0.492869078706089,0.010489877268436
51,0,1,23.2672088706119,0.0109051254089422,0.0109051254089422,5.59066892300886,1.58020856498301,2.73539551593611,0.457715584339907,0.817349257749834,55.9502811905019,0.0109051254089422,9.53574134041473,0.0109051254089422,0.0109051254089422,0.0109051254089422
52,0,1,27.3509694853707,1.29635519705331,0.0106292517006803,2.41207073550083,0.584422424901083,1.23260002342774,0.244394832231362,0.743810358965015,50.3878388887443,9.18074500208247,6.06736735670033,0.467537939920866,0.0106292517006803,0.0106292517006803
53,0,1,64.7675139366392,3.09288787884674,0.111913706142481,0.793569916283045,1.15983295456753,6.16542781112212,0.0101781170483461,0.549394557426723,13.897647508239,9.14640198382638,0.0101781170483461,0.274697278713362,0.0101781170483461,0.0101781170483461
54,0,1,22.3447963208859,0.0100331092605598,0.320930647337679,3.19927739064749,1.28372258935072,4.16206933266053,0.0100331092605598,0.832413866532105,55.6212928167115,7.06047424142894,4.25233107722425,0.882559280178618,0.0100331092605598,0.0100331092605598
54,0,1,17.6409847146848,0.0103177878662815,0.0103177878662815,0.0103177878662815,1.1444472842373,3.76327260132085,0.0103177878662815,1.38158500979998,60.2742236364977,0.0103177878662815,14.568504618264,1.15475762013133,0.0103177878662815,0.0103177878662815
55,0,0,50.8191424783642,2.8100362398769,0.0103755965968043,1.17171252806675,0.0103755965968043,1.50352492539539,0.0103755965968043,0.891745817820714,34.1352003751836,8.24346424613335,0.362919809578198,0.0103755965968043,0.0103755965968043,0.0103755965968043
56,0,1,31.578359020813,0.0108412836079792,0.0108412836079792,1.31079980841111,0.0108412836079792,2.00411540955417,0.0108412836079792,0.85581144516097,44.686357104924,16.7370719338443,2.75159629203654,0.0108412836079792,0.0108412836079792,0.0108412836079792
57,0,1,27.4662139100199,0.0108143181572402,0.0108143181572402,1.41545004807734,0.0108143181572402,2.35548175939589,0.0108143181572402,1.25337561509139,48.7303795177773,18.6925846043802,0.0108143181572402,0.0108143181572402,0.0108143181572402,0.0108143181572402
58,0,1,30.7622200584945,0.0101255569056298,0.344164357350711,3.53274590339407,0.799676006785476,3.56311334668972,0.870533374475329,3.16833658384625,39.8319631227956,7.75382052148955,9.10011050759675,0.242939546365208,0.0101255569056298,0.0101255569056298
